"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"svchost","0","208","2203400556544","9138176","2396160","11696",,,,,,,,,,"Process",,,"8",,,,,"4336",".",,,,"11696","11696","2396160","2396160","89720","89720","2703360","2703360","9789440","9789440","2203405524992","87302144",,,"2396160","2396160","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","208","2203400556544","82333696","False",,,,"9138176","9138176",,,,,,"0","","True",,
"svchost","0","141","2203385946112","5419008","1323008","7376",,,,,,,,,,"Process",,,"8",,,,,"4344",".",,,,"7376","7376","1323008","1323008","60768","60768","1482752","1482752","6037504","6037504","2203388043264","69820416",,,"1323008","1323008","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","141","2203385946112","67723264","False",,,,"5419008","5419008",,,,,,"0","","True",,
"svchost","0","209","2203405840384","7397376","2281472","12136",,,,,,,,,,"Process",,,"8",,,,,"4380",".",,,,"12136","12136","2281472","2281472","86736","86736","2560000","2560000","8040448","8040448","2203408986112","90763264",,,"2281472","2281472","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","209","2203405840384","87617536","False",,,,"7397376","7397376",,,,,,"0","","True",,
"svchost","0","360","2203428380672","19767296","4288512","18248",,,,,,,,,,"Process",,,"8",,,,,"4456",".",,,,"18248","18248","4288512","4288512","154088","154088","4800512","4800512","21192704","21192704","2203439427584","121204736",,,"4288512","4288512","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","360","2203428380672","110157824","False",,,,"19767296","19767296",,,,,,"0","","True",,
"svchost","0","366","2203402428416","10895360","2949120","17568",,,,,,,,,,"Process",,,"8",,,,,"4500",".",,,,"17568","17568","2949120","2949120","101688","101688","3829760","3829760","11767808","11767808","2203413843968","95621120",,,"2949120","2949120","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","366","2203402428416","84205568","False",,,,"10895360","10895360",,,,,,"0","","True",,
"svchost","0","103","2203386245120","5275648","1318912","7336",,,,,,,,,,"Process",,,"8",,,,,"4564",".",,,,"7336","7336","1318912","1318912","57624","57624","1552384","1552384","5832704","5832704","2203388866560","70643712",,,"1318912","1318912","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","103","2203386245120","68022272","False",,,,"5275648","5275648",,,,,,"0","","True",,
"svchost","0","411","2203420635136","13529088","3645440","26456",,,,,,,,,,"Process",,,"8",,,,,"5016",".",,,,"26456","26456","3645440","3645440","132576","132576","4128768","4128768","14229504","14229504","2203427975168","109752320",,,"3645440","3645440","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","411","2203420635136","102412288","False",,,,"13529088","13529088",,,,,,"0","","True",,
"svchost","1","342","2203455434752","24248320","8802304","16896","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc",,"Microsoft Corporation","1.71875","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2256","8",,"False","2021-12-01 오전 8:19:11",,"6148",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16896","16896","8802304","8802304","191160","191160","9023488","9023488","24436736","24436736","2203459125248","140902400","True","Normal","8802304","8802304","svchost","63","1",,"System.Diagnostics.ProcessThreadCollection","342","2203455434752","137211904","False",,,,"24248320","24248320",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.4843750","00:00:01.7187500","00:00:01.2343750","0","","True",,
"svchost","0","115","2203388526592","7897088","2445312","7200",,,,,,,,,,"Process",,,"8",,,,,"6624",".",,,,"7200","7200","2445312","2445312","66032","66032","2658304","2658304","7942144","7942144","2203392630784","74407936",,,"2445312","2445312","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","115","2203388526592","70303744","False",,,,"7897088","7897088",,,,,,"0","","True",,
"svchost","1","158","2203411361792","8212480","1765376","9392","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k BthAppGroup -p -s BluetoothUserService",,"Microsoft Corporation","0.15625","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5256","8",,"False","2021-12-01 오전 8:19:11",,"7440",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9392","9392","1765376","1765376","110728","110728","2330624","2330624","8884224","8884224","2203419234304","101011456","True","Normal","1765376","1765376","svchost","63","1",,"System.Diagnostics.ProcessThreadCollection","158","2203411361792","93138944","False",,,,"8212480","8212480",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1562500","00:00:00.1562500","00:00:00","0","","True",,
"svchost","0","167","2203394314240","8085504","1888256","9504",,,,,,,,,,"Process",,,"8",,,,,"8072",".",,,,"9504","9504","1888256","1888256","74360","74360","2064384","2064384","8273920","8273920","2203397238784","79015936",,,"1888256","1888256","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","167","2203394314240","76091392","False",,,,"8085504","8085504",,,,,,"0","","True",,
"svchost","1","298","2203483369472","21884928","3768320","15496","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc",,"Microsoft Corporation","0.171875","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9288","8",,"False","2021-12-01 오전 8:19:13",,"8376",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15496","15496","3768320","3768320","235896","235896","4485120","4485120","23687168","23687168","2203494973440","176750592","True","Normal","3768320","3768320","svchost","63","1",,"System.Diagnostics.ProcessThreadCollection","298","2203483369472","165146624","False",,,,"21884928","21884928",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1562500","00:00:00.1718750","00:00:00.0156250","0","","True",,
"svchost","0","367","2203443691520","19197952","5070848","26832",,,,,,,,,,"Process",,,"8",,,,,"8532",".",,,,"26832","26832","5070848","5070848","168304","168304","5124096","5124096","19324928","19324928","2203444748288","126525440",,,"5070848","5070848","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","367","2203443691520","125468672","False",,,,"19197952","19197952",,,,,,"0","","True",,
"svchost","0","204","2203404967936","12234752","2482176","12416",,,,,,,,,,"Process",,,"8",,,,,"8892",".",,,,"12416","12416","2482176","2482176","97504","97504","2854912","2854912","12521472","12521472","2203410735104","92512256",,,"2482176","2482176","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","204","2203404967936","86745088","False",,,,"12234752","12234752",,,,,,"0","","True",,
"svchost","0","187","2203396915200","6967296","1880064","9240",,,,,,,,,,"Process",,,"8",,,,,"10992",".",,,,"9240","9240","1880064","1880064","73136","73136","2310144","2310144","7622656","7622656","2203401109504","82886656",,,"1880064","1880064","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","187","2203396915200","78692352","False",,,,"6967296","6967296",,,,,,"0","","True",,
"svchost","1","143","2203420094464","8486912","1789952","8968","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UdkSvcGroup -s UdkUserSvc",,"Microsoft Corporation","0.046875","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7904","8",,"False","2021-12-01 오전 8:19:22",,"12060",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1789952","1789952","126040","126040","2224128","2224128","9101312","9101312","2203424014336","105791488","True","Normal","1789952","1789952","svchost","63","1",,"System.Diagnostics.ProcessThreadCollection","143","2203420094464","101871616","False",,,,"8486912","8486912",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0156250","00:00:00.0468750","00:00:00.0312500","0","","True",,
"svchost","0","279","2203413954560","11264000","4759552","13128",,,,,,,,,,"Process",,,"8",,,,,"12852",".",,,,"13128","13128","4759552","4759552","110832","110832","5214208","5214208","13205504","13205504","2203422273536","104050688",,,"4759552","4759552","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","279","2203413954560","95731712","False",,,,"11264000","11264000",,,,,,"0","","True",,
"svchost","1","154","2203422253056","12615680","2281472","9784","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k DevicesFlow -s DevicesFlowUserSvc",,"Microsoft Corporation","0.296875","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8640","8",,"False","2021-12-01 오전 8:19:26",,"13152",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9784","9784","2281472","2281472","130456","130456","2859008","2859008","13893632","13893632","2203431370752","113147904","True","Normal","2281472","2281472","svchost","63","1",,"System.Diagnostics.ProcessThreadCollection","154","2203422253056","104030208","False",,,,"12615680","12615680",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.2968750","00:00:00.2968750","00:00:00","0","","True",,
"svchost","1","134","2203408916480","6979584","1884160","8016","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k DevicesFlow -s DevicePickerUserSvc",,"Microsoft Corporation","0.015625","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2508","8",,"False","2021-12-01 오전 8:19:27",,"13256",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8016","8016","1884160","1884160","102160","102160","2158592","2158592","7589888","7589888","2203412668416","94445568","True","Normal","1884160","1884160","svchost","63","1",,"System.Diagnostics.ProcessThreadCollection","134","2203408916480","90693632","False",,,,"6979584","6979584",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","0","","True",,
"svchost","0","281","2203428102144","16809984","3837952","13456",,,,,,,,,,"Process",,,"8",,,,,"13808",".",,,,"13456","13456","3837952","3837952","150960","150960","4165632","4165632","18055168","18055168","2203435773952","117551104",,,"3837952","3837952","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","281","2203428102144","109879296","False",,,,"16809984","16809984",,,,,,"0","","True",,
"svchost","0","373","2203446591488","23273472","5693440","20760",,,,,,,,,,"Process",,,"8",,,,,"13880",".",,,,"20760","20760","5693440","5693440","181192","181192","6979584","6979584","23818240","23818240","2203461464064","143241216",,,"5693440","5693440","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","373","2203446591488","128368640","False",,,,"23273472","23273472",,,,,,"0","","True",,
"svchost","0","219","2203401760768","10145792","2641920","12592",,,,,,,,,,"Process",,,"8",,,,,"14016",".",,,,"12592","12592","2641920","2641920","82848","82848","3088384","3088384","10592256","10592256","2203406950400","88727552",,,"2641920","2641920","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","219","2203401760768","83537920","False",,,,"10145792","10145792",,,,,,"0","","True",,
"svchost","1","435","2203736915968","19603456","5189632","24840","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup",,"Microsoft Corporation","0.453125","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8076","8",,"False","2021-12-01 오전 8:19:29",,"14108",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24840","24840","5189632","5189632","194104","194104","8331264","8331264","21798912","21798912","2203750293504","432070656","True","Normal","5189632","5189632","svchost","63","1",,"System.Diagnostics.ProcessThreadCollection","435","2203736915968","418693120","False",,,,"19603456","19603456",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.2500000","00:00:00.4531250","00:00:00.2031250","0","","True",,
"svchost","0","248","2203396567040","8032256","2125824","20984",,,,,,,,,,"Process",,,"8",,,,,"14316",".",,,,"20984","20984","2125824","2125824","88832","88832","2428928","2428928","8122368","8122368","2203402334208","84111360",,,"2125824","2125824","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","248","2203396567040","78344192","False",,,,"8032256","8032256",,,,,,"0","","True",,
"svchost","0","229","2203405598720","10219520","2232320","11136",,,,,,,,,,"Process",,,"8",,,,,"14812",".",,,,"11136","11136","2232320","2232320","99584","99584","2416640","2416640","10625024","10625024","2203412283392","94060544",,,"2232320","2232320","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","229","2203405598720","87375872","False",,,,"10219520","10219520",,,,,,"0","","True",,
"svchost","0","169","2203409375232","13787136","2387968","10800",,,,,,,,,,"Process",,,"8",,,,,"15588",".",,,,"10800","10800","2387968","2387968","98832","98832","2686976","2686976","13971456","13971456","2203413569536","95346688",,,"2387968","2387968","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","169","2203409375232","91152384","False",,,,"13787136","13787136",,,,,,"0","","True",,
"svchost","1","353","2203477368832","20836352","6062080","19560","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k AarSvcGroup -p -s AarSvc",,"Microsoft Corporation","0.53125","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5708","8",,"False","2021-12-01 오전 8:19:37",,"15688",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19560","19560","6062080","6062080","223448","223448","6635520","6635520","21622784","21622784","2203485241344","167018496","True","Normal","6062080","6062080","svchost","63","1",,"System.Diagnostics.ProcessThreadCollection","353","2203477368832","159145984","False",,,,"20836352","20836352",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.4531250","00:00:00.5312500","00:00:00.0781250","0","","True",,
"System","0","5653","4841472","688128","204800","272",,,,,,,,,,"Process",,,"8",,,,,"4",".",,,,"272","272","204800","204800","0","0","274432","274432","1769472","1769472","16080896","16080896",,,"204800","204800","System",,"0",,"System.Diagnostics.ProcessThreadCollection","5653","4841472","4841472","False",,,,"688128","688128",,,,,,"0","","True",,
"SystemSettings","1","1040","2203849695232","66809856","35315712","52800","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","""C:\Windows\ImmersiveControlPanel\SystemSettings.exe"" -ServerName:microsoft.windows.immersivecontrolpanel",,"Microsoft Corporation","2.25","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","설정","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5996","8",,"False","2021-12-01 오전 8:20:15",,"7632",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","52800","52800","35315712","35315712","1008624","1008624","69963776","69963776","118505472","118505472","2203852996608","534773760","True","Normal","35315712","35315712","SystemSettings","63","1",,"System.Diagnostics.ProcessThreadCollection","1040","2203849695232","531472384","False",,,,"66809856","66809856",,"System.Diagnostics.ProcessModule (SystemSettings.exe)","00:00:01.4218750","00:00:02.2500000","00:00:00.8281250","132396","설정","False",,
"SystemSettingsBroker","1","347","2203484999680","24244224","5353472","19040","C:\Windows\System32\SystemSettingsBroker.exe","C:\Windows\System32\SystemSettingsBroker.exe -Embedding",,"Microsoft Corporation","0.234375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","System Settings Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3484","8",,"False","2021-12-01 오전 8:19:23",,"12292",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19040","19040","5353472","5353472","266240","266240","6443008","6443008","27463680","27463680","2203497472000","179249152","True","Normal","5353472","5353472","SystemSettingsBroker","63","1",,"System.Diagnostics.ProcessThreadCollection","347","2203484999680","166776832","False",,,,"24244224","24244224",,"System.Diagnostics.ProcessModule (SystemSettingsBroker.exe)","00:00:00.1562500","00:00:00.2343750","00:00:00.0781250","0","","True",,
"taskhostw","1","305","2203587481600","17371136","6512640","31808","C:\WINDOWS\system32\taskhostw.exe","taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}",,"Microsoft Corporation","0.4375","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","Windows 작업을 위한 호스트 프로세스","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4576","8",,"False","2021-12-01 오전 8:19:11",,"4852",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31808","31808","6512640","6512640","191192","191192","7966720","7966720","18595840","18595840","2203591430144","273207296","True","Normal","6512640","6512640","taskhostw","63","1",,"System.Diagnostics.ProcessThreadCollection","305","2203587481600","269258752","False",,,,"17371136","17371136",,"System.Diagnostics.ProcessModule (taskhostw.exe)","00:00:00.3437500","00:00:00.4375000","00:00:00.0937500","0","","True",,
"TextInputHost","1","654","2203681689600","46325760","17436672","27560","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\InputApp\TextInputHost.exe","""C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\InputApp\TextInputHost.exe"" -ServerName:InputApp.AppX9jnwykgrccxc8by3hsrsh07r423xzvav.mca",,"Microsoft Corporation","1.5","2001.22012.0.3920","2001.22012.0.3920","","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5204","8",,"False","2021-12-01 오전 8:19:25",,"12732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27560","27560","17436672","17436672","542496","542496","17506304","17506304","48128000","48128000","2203691360256","373137408","True","Normal","17436672","17436672","TextInputHost","63","1",,"System.Diagnostics.ProcessThreadCollection","654","2203681689600","363466752","False",,,,"46325760","46325760",,"System.Diagnostics.ProcessModule (TextInputHost.exe)","00:00:00.7343750","00:00:01.5000000","00:00:00.7656250","66638","Microsoft Text Input Application","True",,
"UserOOBEBroker","1","138","2203417612288","9842688","2273280","10600","C:\Windows\System32\oobe\UserOOBEBroker.exe","C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding",,"Microsoft Corporation","0.0625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","User OOBE Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9348","8",,"False","2021-12-01 오전 8:20:15",,"12684",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10600","10600","2273280","2273280","125696","125696","2420736","2420736","9940992","9940992","2203419725824","101502976","True","Normal","2273280","2273280","UserOOBEBroker","63","1",,"System.Diagnostics.ProcessThreadCollection","138","2203417612288","99389440","False",,,,"9842688","9842688",,"System.Diagnostics.ProcessModule (UserOOBEBroker.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","0","","True",,
"veraport-x64","1","263","4457312256","17604608","4083712","17464","C:\program files\wizvera\veraport20\veraport-x64.exe","""C:\program files\wizvera\veraport20\veraport-x64.exe"" ","System.Diagnostics.Process","WIZVERA","0.40625","3, 8, 5, 1","3, 8, 5, 1","Veraport Handler","veraport30","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7440","8",,"False","2021-12-01 오전 8:19:18",,"10968",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17464","17464","4083712","4083712","231664","231664","4444160","4444160","18378752","18378752","4495364096","200396800","True","Normal","4083712","4083712","veraport-x64","63","1",,"System.Diagnostics.ProcessThreadCollection","263","4457312256","162344960","False",,,,"17604608","17604608",,"System.Diagnostics.ProcessModule (veraport-x64.exe)","00:00:00.2031250","00:00:00.4062500","00:00:00.2031250","0","","True",,
"vmnat","0","124","69382144","6438912","2064384","10896",,,,,,,,,,"Process",,,"8",,,,,"4448",".",,,,"10896","10896","2064384","2064384","70184","70184","2412544","2412544","7000064","7000064","74625024","74625024",,,"2064384","2064384","vmnat",,"0",,"System.Diagnostics.ProcessThreadCollection","124","69382144","69382144","False",,,,"6438912","6438912",,,,,,"0","","True",,
"vmnetdhcp","0","83","66146304","5066752","7905280","7944",,,,,,,,,,"Process",,,"8",,,,,"4416",".",,,,"7944","7944","7905280","7905280","52936","52936","8187904","8187904","12050432","12050432","71389184","71389184",,,"7905280","7905280","vmnetdhcp",,"0",,"System.Diagnostics.ProcessThreadCollection","83","66146304","66146304","False",,,,"5066752","5066752",,,,,,"0","","True",,
"vmware-authd","0","221","117952512","10612736","3735552","15256",,,,,,,,,,"Process",,,"8",,,,,"4520",".",,,,"15256","15256","3735552","3735552","165408","165408","4022272","4022272","11255808","11255808","123195392","123195392",,,"3735552","3735552","vmware-authd",,"0",,"System.Diagnostics.ProcessThreadCollection","221","117952512","117952512","False",,,,"10612736","10612736",,,,,,"0","","True",,
"vmware-usbarbitrator64","0","221","2203419467776","11079680","2899968","13792",,,,,,,,,,"Process",,,"8",,,,,"4556",".",,,,"13792","13792","2899968","2899968","131592","131592","2985984","2985984","11575296","11575296","2203425759232","107536384",,,"2899968","2899968","vmware-usbarbitrator64",,"0",,"System.Diagnostics.ProcessThreadCollection","221","2203419467776","101244928","False",,,,"11079680","11079680",,,,,,"0","","True",,
"VPWalletDaemon","1","124","65155072","6729728","2195456","13176","C:\Program Files (x86)\VP\VPWalletService\VPWalletDaemon.exe","""C:\Program Files (x86)\VP\VPWalletService\VPWalletDaemon.exe""",,"VP Inc.","0.078125","2.1.0.9","2.1.0.9","VPWalletService for payment","VP Inc.","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7504","8",,"False","2021-12-01 오전 8:19:10",,"3524",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13176","13176","2195456","2195456","104792","104792","2658304","2658304","7417856","7417856","81924096","81924096","True","Normal","2195456","2195456","VPWalletDaemon","63","1",,"System.Diagnostics.ProcessThreadCollection","124","65155072","65155072","False",,,,"6729728","6729728",,"System.Diagnostics.ProcessModule (VPWalletDaemon.exe)","00:00:00.0156250","00:00:00.0781250","00:00:00.0625000","0","","True",,
"VPWalletService","0","84","17973248","4452352","983040","6512",,,,,,,,,,"Process",,,"8",,,,,"4436",".",,,,"6512","6512","983040","983040","34400","34400","1339392","1339392","4984832","4984832","24526848","24526848",,,"983040","983040","VPWalletService",,"0",,"System.Diagnostics.ProcessThreadCollection","84","17973248","17973248","False",,,,"4452352","4452352",,,,,,"0","","True",,
"Win32Bridge.Server","1","269","2203946549248","26710016","9211904","30920","C:\Program Files\WindowsApps\Microsoft.549981C3F5F10_3.2110.13603.0_x64__8wekyb3d8bbwe\Win32Bridge.Server.exe","""C:\Program Files\WindowsApps\Microsoft.549981C3F5F10_3.2110.13603.0_x64__8wekyb3d8bbwe\Win32Bridge.Server.exe"" /InvokerPRAID: App","System.Diagnostics.Process (RuntimeBroker)","Microsoft Corporation","0.0625","3.2110.13603.0","3.2110.13603.0","Cortana System Service","Cortana System Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8900","8",,"False","2021-12-01 오전 8:19:37",,"15760",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30920","30920","9211904","9211904","334416","334416","9519104","9519104","27353088","27353088","2203955994624","637771776","True","Normal","9211904","9211904","Win32Bridge.Server","63","1",,"System.Diagnostics.ProcessThreadCollection","269","2203946549248","628326400","False",,,,"26710016","26710016",,"System.Diagnostics.ProcessModule (Win32Bridge.Server.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","0","","True",,
"wininit","0","163","2203387899904","6725632","1404928","11240",,,,,,,,,,"Process",,,"13",,,,,"824",".",,,,"11240","11240","1404928","1404928","77160","77160","1957888","1957888","7458816","7458816","2203400540160","82317312",,,"1404928","1404928","wininit",,"0",,"System.Diagnostics.ProcessThreadCollection","163","2203387899904","69677056","False",,,,"6725632","6725632",,,,,,"0","","True",,
"winlogon","1","274","2203422330880","12210176","2850816","13256",,,,,,,,,,"Process",,,"13",,,,,"988",".",,,,"13256","13256","2850816","2850816","146896","146896","3772416","3772416","28725248","28725248","2203438919680","120696832",,,"2850816","2850816","winlogon",,"1",,"System.Diagnostics.ProcessThreadCollection","274","2203422330880","104108032","False",,,,"12210176","12210176",,,,,,"0","","True",,
"WmiPrvSE","0","167","2203400904704","11444224","4530176","10736",,,,,,,,,,"Process",,,"8",,,,,"12992",".",,,,"10736","10736","4530176","4530176","79560","79560","5439488","5439488","12263424","12263424","2203402055680","83832832",,,"4530176","4530176","WmiPrvSE",,"0",,"System.Diagnostics.ProcessThreadCollection","167","2203400904704","82681856","False",,,,"11444224","11444224",,,,,,"0","","True",,
"wpmsvc","0","253","90845184","12660736","7217152","20944",,,,,,,,,,"Process",,,"8",,,,,"4464",".",,,,"20944","20944","7217152","7217152","119352","119352","8634368","8634368","15638528","15638528","98570240","98570240",,,"7217152","7217152","wpmsvc",,"0",,"System.Diagnostics.ProcessThreadCollection","253","90845184","90845184","False",,,,"12660736","12660736",,,,,,"0","","True",,
"YourPhone","1","594","5199163392","15769600","31576064","44904","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21102.134.0_x64__8wekyb3d8bbwe\YourPhone.exe","""C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21102.134.0_x64__8wekyb3d8bbwe\YourPhone.exe"" -ServerName:App.AppX9yct9q388jvt4h7y0gn06smzkxcsnt8m.mca",,"Microsoft Corporation","0.578125","1.21102.134.0","1.21102.134.0","YourPhone","Microsoft Your Phone","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9756","8",,"False","2021-12-01 오전 8:19:16",,"10640",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","44904","44904","31576064","31576064","704048","704048","34676736","34676736","70062080","70062080","5207773184","912805888","True","Normal","31576064","31576064","YourPhone","63","1",,"System.Diagnostics.ProcessThreadCollection","594","5199163392","904196096","False",,,,"15769600","15769600",,"System.Diagnostics.ProcessModule (YourPhone.exe)","00:00:00.4218750","00:00:00.5781250","00:00:00.1562500","0","","True",,
